"YEAR","ROTATION","CYCLE","PLOT","REP","TRT","CURRENT","CURRENT_SIMPLE","PREVIOUS","PREVIOUS_SIMPLE","PREV_GROUP","WINTER_PLANT","NSPECIES","CROP_DIV","LENGTH","AGE","YIELD","CYCLE_YEAR","HAS_CROP_FAIL","IMPUTED"
"2005","CCaWwS","2",317,"3",15,"Wwheat","Wheat","Can","Can","Forbe",TRUE,4,1.386294361,4,5,3880,"1",FALSE,FALSE
"2005","CCaWwS","2",121,"1",15,"Wwheat","Wheat","Can","Can","Forbe",TRUE,4,1.386294361,4,5,4135,"1",FALSE,FALSE
"2005","CCaWwS","2",215,"2",16,"Soy","Soy","Wwheat","Wheat","C3",FALSE,4,1.386294361,4,5,2463,"1",FALSE,FALSE
"2005","CCaWwS","2",237,"2",15,"Wwheat","Wheat","Can","Can","Forbe",TRUE,4,1.386294361,4,5,3928,"1",FALSE,FALSE
"2005","CCaWwS","2",103,"1",16,"Soy","Soy","Wwheat","Wheat","C3",FALSE,4,1.386294361,4,5,2286,"1",FALSE,FALSE
"2005","CCaWwS","2",415,"4",16,"Soy","Soy","Wwheat","Wheat","C3",FALSE,4,1.386294361,4,5,2476,"1",FALSE,FALSE
"2005","CCaWwS","2",436,"4",14,"Can","Can","Corn","Corn","C4",FALSE,4,1.386294361,4,5,1166,"1",FALSE,FALSE
"2005","CCaWwS","2",109,"1",14,"Can","Can","Corn","Corn","C4",FALSE,4,1.386294361,4,5,1113,"1",FALSE,FALSE
"2005","CCaWwS","2",308,"3",16,"Soy","Soy","Wwheat","Wheat","C3",FALSE,4,1.386294361,4,5,2803,"1",FALSE,FALSE
"2005","CCaWwS","2",335,"3",13,"Corn","Corn","Soy","Soy","Legume",FALSE,4,1.386294361,4,5,9281,"1",FALSE,FALSE
"2005","CCaWwS","2",417,"4",13,"Corn","Corn","Soy","Soy","Legume",FALSE,4,1.386294361,4,5,8340,"1",FALSE,FALSE
"2005","CCaWwS","2",414,"4",15,"Wwheat","Wheat","Can","Can","Forbe",TRUE,4,1.386294361,4,5,3495,"1",FALSE,FALSE
"2005","CCaWwS","2",208,"2",14,"Can","Can","Corn","Corn","C4",FALSE,4,1.386294361,4,5,922,"1",FALSE,FALSE
"2005","CCaWwS","2",325,"3",14,"Can","Can","Corn","Corn","C4",FALSE,4,1.386294361,4,5,846,"1",FALSE,FALSE
"2005","CCaWwS","2",236,"2",13,"Corn","Corn","Soy","Soy","Legume",FALSE,4,1.386294361,4,5,8462,"1",FALSE,FALSE
"2005","CCSSw","2",305,"3",21,"Corn","Corn","Swheat","Wheat","C3",FALSE,3,1.039720771,4,5,9011,"1",FALSE,FALSE
"2005","CCSSw","2",403,"4",23,"Soy","Soy","Corn","Corn","C4",FALSE,3,1.039720771,4,5,3085,"1",FALSE,FALSE
"2005","CCSSw","2",437,"4",21,"Corn","Corn","Swheat","Wheat","C3",FALSE,3,1.039720771,4,5,9230,"1",FALSE,FALSE
"2005","CCSSw","2",418,"4",22,"Corn","Corn","Corn","Corn","C4",FALSE,3,1.039720771,4,5,7019,"1",FALSE,FALSE
"2005","CCSSw","2",226,"2",21,"Corn","Corn","Swheat","Wheat","C3",FALSE,3,1.039720771,4,5,8207,"1",FALSE,FALSE
"2005","CCSSw","2",219,"2",22,"Corn","Corn","Corn","Corn","C4",FALSE,3,1.039720771,4,5,7792,"1",FALSE,FALSE
"2005","CCSSw","2",106,"1",24,"Swheat","Wheat","Soy","Soy","Legume",FALSE,3,1.039720771,4,5,2567,"1",FALSE,FALSE
"2005","CCSSw","2",329,"3",22,"Corn","Corn","Corn","Corn","C4",FALSE,3,1.039720771,4,5,7516,"1",FALSE,FALSE
"2005","CCSSw","2",112,"1",23,"Soy","Soy","Corn","Corn","C4",FALSE,3,1.039720771,4,5,2796,"1",FALSE,FALSE
"2005","CCSSw","2",315,"3",23,"Soy","Soy","Corn","Corn","C4",FALSE,3,1.039720771,4,5,2558,"1",FALSE,FALSE
"2005","CCSSw","2",211,"2",23,"Soy","Soy","Corn","Corn","C4",FALSE,3,1.039720771,4,5,2834,"1",FALSE,FALSE
"2005","CCSSw","2",228,"2",24,"Swheat","Wheat","Soy","Soy","Legume",FALSE,3,1.039720771,4,5,2217,"1",FALSE,FALSE
"2005","CCSSw","2",119,"1",21,"Corn","Corn","Swheat","Wheat","C3",FALSE,3,1.039720771,4,5,10116,"1",FALSE,FALSE
"2005","CCSSw","2",429,"4",24,"Swheat","Wheat","Soy","Soy","Legume",FALSE,3,1.039720771,4,5,2386,"1",FALSE,FALSE
"2005","CCSSw","2",115,"1",22,"Corn","Corn","Corn","Corn","C4",FALSE,3,1.039720771,4,5,6941,"1",FALSE,FALSE
"2005","CCSSw","2",322,"3",24,"Swheat","Wheat","Soy","Soy","Legume",FALSE,3,1.039720771,4,5,2115,"1",FALSE,FALSE
"2005","COWwS","2",409,"4",29,"Corn","Corn","Soy","Soy","Legume",FALSE,4,1.386294361,4,5,8639,"1",FALSE,FALSE
"2005","COWwS","2",129,"1",32,"Soy","Soy","Wwheat","Wheat","C3",FALSE,4,1.386294361,4,5,2303,"1",FALSE,FALSE
"2005","COWwS","2",204,"2",31,"Wwheat","Wheat","Oat","Oat","C3",TRUE,4,1.386294361,4,5,3462,"1",FALSE,FALSE
"2005","COWwS","2",318,"3",31,"Wwheat","Wheat","Oat","Oat","C3",TRUE,4,1.386294361,4,5,3303,"1",FALSE,FALSE
"2005","COWwS","2",423,"4",32,"Soy","Soy","Wwheat","Wheat","C3",FALSE,4,1.386294361,4,5,2734,"1",FALSE,FALSE
"2005","COWwS","2",330,"3",29,"Corn","Corn","Soy","Soy","Legume",FALSE,4,1.386294361,4,5,8627,"1",FALSE,FALSE
"2005","COWwS","2",303,"3",32,"Soy","Soy","Wwheat","Wheat","C3",FALSE,4,1.386294361,4,5,2393,"1",FALSE,FALSE
"2005","COWwS","2",207,"2",29,"Corn","Corn","Soy","Soy","Legume",FALSE,4,1.386294361,4,5,9649,"1",FALSE,FALSE
"2005","COWwS","2",132,"1",31,"Wwheat","Wheat","Oat","Oat","C3",TRUE,4,1.386294361,4,5,3776,"1",FALSE,FALSE
"2005","COWwS","2",223,"2",30,"Oat","Oat","Corn","Corn","C4",FALSE,4,1.386294361,4,5,3803,"1",FALSE,FALSE
"2005","COWwS","2",104,"1",29,"Corn","Corn","Soy","Soy","Legume",FALSE,4,1.386294361,4,5,8000,"1",FALSE,FALSE
"2005","COWwS","2",108,"1",30,"Oat","Oat","Corn","Corn","C4",FALSE,4,1.386294361,4,5,4024,"1",FALSE,FALSE
"2005","COWwS","2",413,"4",31,"Wwheat","Wheat","Oat","Oat","C3",TRUE,4,1.386294361,4,5,3328,"1",FALSE,FALSE
"2005","COWwS","2",402,"4",30,"Oat","Oat","Corn","Corn","C4",FALSE,4,1.386294361,4,5,3873,"1",FALSE,FALSE
"2005","COWwS","2",328,"3",30,"Oat","Oat","Corn","Corn","C4",FALSE,4,1.386294361,4,5,4183,"1",FALSE,FALSE
"2005","COWwS","2",232,"2",32,"Soy","Soy","Wwheat","Wheat","C3",FALSE,4,1.386294361,4,5,2099,"1",FALSE,FALSE
"2005","CPWwS","2",302,"3",10,"Pea","Pea","Corn","Corn","C4",FALSE,4,1.386294361,4,5,4699.10575165762,"1",TRUE,TRUE
"2005","CPWwS","2",235,"2",9,"Corn","Corn","Soy","Soy","Legume",FALSE,4,1.386294361,4,5,10623,"1",TRUE,FALSE
"2005","CPWwS","2",404,"4",11,"Wwheat","Wheat","Pea","Pea","Legume",TRUE,4,1.386294361,4,5,4081,"1",TRUE,FALSE
"2005","CPWwS","2",333,"3",9,"Corn","Corn","Soy","Soy","Legume",FALSE,4,1.386294361,4,5,9647,"1",TRUE,FALSE
"2005","CPWwS","2",421,"4",9,"Corn","Corn","Soy","Soy","Legume",FALSE,4,1.386294361,4,5,8569,"1",TRUE,FALSE
"2005","CPWwS","2",407,"4",10,"Pea","Pea","Corn","Corn","C4",FALSE,4,1.386294361,4,5,4705.36185022465,"1",TRUE,TRUE
"2005","CPWwS","2",120,"1",11,"Wwheat","Wheat","Pea","Pea","Legume",TRUE,4,1.386294361,4,5,3928,"1",TRUE,FALSE
"2005","CPWwS","2",125,"1",10,"Pea","Pea","Corn","Corn","C4",FALSE,4,1.386294361,4,5,4711.97595515841,"1",TRUE,TRUE
"2005","CPWwS","2",304,"3",11,"Wwheat","Wheat","Pea","Pea","Legume",TRUE,4,1.386294361,4,5,3957,"1",TRUE,FALSE
"2005","CPWwS","2",123,"1",9,"Corn","Corn","Soy","Soy","Legume",FALSE,4,1.386294361,4,5,9820,"1",TRUE,FALSE
"2005","CPWwS","2",312,"3",12,"Soy","Soy","Wwheat","Wheat","C3",FALSE,4,1.386294361,4,5,2614,"1",TRUE,FALSE
"2005","CPWwS","2",206,"2",11,"Wwheat","Wheat","Pea","Pea","Legume",TRUE,4,1.386294361,4,5,3934,"1",TRUE,FALSE
"2005","CPWwS","2",221,"2",10,"Pea","Pea","Corn","Corn","C4",FALSE,4,1.386294361,4,5,4709.69525124137,"1",TRUE,TRUE
"2005","CPWwS","2",222,"2",12,"Soy","Soy","Wwheat","Wheat","C3",FALSE,4,1.386294361,4,5,2215,"1",TRUE,FALSE
"2005","CPWwS","2",117,"1",12,"Soy","Soy","Wwheat","Wheat","C3",FALSE,4,1.386294361,4,5,2431,"1",TRUE,FALSE
"2005","CPWwS","2",408,"4",12,"Soy","Soy","Wwheat","Wheat","C3",FALSE,4,1.386294361,4,5,2347,"1",TRUE,FALSE
"2005","CS","2",113,"1",34,"Soy","Soy","Corn","Corn","C4",FALSE,2,0.693147181,2,5,2746,"1",FALSE,FALSE
"2005","CS","2",220,"2",33,"Corn","Corn","Soy","Soy","Legume",FALSE,2,0.693147181,2,5,9171,"1",FALSE,FALSE
"2005","CS","2",230,"2",34,"Soy","Soy","Corn","Corn","C4",FALSE,2,0.693147181,2,5,2277,"1",FALSE,FALSE
"2005","CS","2",427,"4",34,"Soy","Soy","Corn","Corn","C4",FALSE,2,0.693147181,2,5,3012,"1",FALSE,FALSE
"2005","CS","2",332,"3",33,"Corn","Corn","Soy","Soy","Legume",FALSE,2,0.693147181,2,5,9759,"1",FALSE,FALSE
"2005","CS","2",434,"4",33,"Corn","Corn","Soy","Soy","Legume",FALSE,2,0.693147181,2,5,10001,"1",FALSE,FALSE
"2005","CS","2",133,"1",33,"Corn","Corn","Soy","Soy","Legume",FALSE,2,0.693147181,2,5,11305,"1",FALSE,FALSE
"2005","CS","2",310,"3",34,"Soy","Soy","Corn","Corn","C4",FALSE,2,0.693147181,2,5,2696,"1",FALSE,FALSE
"2005","CSSwP","2",118,"1",26,"Soy","Soy","Corn","Corn","C4",FALSE,4,1.386294361,4,5,3435,"1",TRUE,FALSE
"2005","CSSwP","2",327,"3",28,"Pea","Pea","Swheat","Wheat","C3",FALSE,4,1.386294361,4,5,5304.68456746642,"1",TRUE,TRUE
"2005","CSSwP","2",301,"3",27,"Swheat","Wheat","Soy","Soy","Legume",FALSE,4,1.386294361,4,5,2571,"1",TRUE,FALSE
"2005","CSSwP","2",422,"4",27,"Swheat","Wheat","Soy","Soy","Legume",FALSE,4,1.386294361,4,5,1646,"1",TRUE,FALSE
"2005","CSSwP","2",217,"2",25,"Corn","Corn","Pea","Pea","Legume",FALSE,4,1.386294361,4,5,10960,"1",TRUE,FALSE
"2005","CSSwP","2",426,"4",26,"Soy","Soy","Corn","Corn","C4",FALSE,4,1.386294361,4,5,3012,"1",TRUE,FALSE
"2005","CSSwP","2",314,"3",26,"Soy","Soy","Corn","Corn","C4",FALSE,4,1.386294361,4,5,3233,"1",TRUE,FALSE
"2005","CSSwP","2",233,"2",28,"Pea","Pea","Swheat","Wheat","C3",FALSE,4,1.386294361,4,5,5283.5175584471,"1",TRUE,TRUE
"2005","CSSwP","2",213,"2",26,"Soy","Soy","Corn","Corn","C4",FALSE,4,1.386294361,4,5,3274,"1",TRUE,FALSE
"2005","CSSwP","2",411,"4",25,"Corn","Corn","Pea","Pea","Legume",FALSE,4,1.386294361,4,5,9612,"1",TRUE,FALSE
"2005","CSSwP","2",227,"2",27,"Swheat","Wheat","Soy","Soy","Legume",FALSE,4,1.386294361,4,5,1945,"1",TRUE,FALSE
"2005","CSSwP","2",131,"1",25,"Corn","Corn","Pea","Pea","Legume",FALSE,4,1.386294361,4,5,11160,"1",TRUE,FALSE
"2005","CSSwP","2",105,"1",28,"Pea","Pea","Swheat","Wheat","C3",FALSE,4,1.386294361,4,5,5300.57296109135,"1",TRUE,TRUE
"2005","CSSwP","2",323,"3",25,"Corn","Corn","Pea","Pea","Legume",FALSE,4,1.386294361,4,5,10432,"1",TRUE,FALSE
"2005","CSSwP","2",431,"4",28,"Pea","Pea","Swheat","Wheat","C3",FALSE,4,1.386294361,4,5,5296.48362885239,"1",TRUE,TRUE
"2005","CSSwP","2",130,"1",27,"Swheat","Wheat","Soy","Soy","Legume",FALSE,4,1.386294361,4,5,2080,"1",TRUE,FALSE
"2005","CSSwS","2",135,"1",8,"Soy","Soy","Swheat","Wheat","C3",FALSE,3,1.039720771,4,5,2756,"1",FALSE,FALSE
"2005","CSSwS","2",229,"2",7,"Swheat","Wheat","Soy","Soy","Legume",FALSE,3,1.039720771,4,5,2271,"1",FALSE,FALSE
"2005","CSSwS","2",212,"2",5,"Corn","Corn","Soy","Soy","Legume",FALSE,3,1.039720771,4,5,10344,"1",FALSE,FALSE
"2005","CSSwS","2",319,"3",7,"Swheat","Wheat","Soy","Soy","Legume",FALSE,3,1.039720771,4,5,2433,"1",FALSE,FALSE
"2005","CSSwS","2",334,"3",8,"Soy","Soy","Swheat","Wheat","C3",FALSE,3,1.039720771,4,5,2676,"1",FALSE,FALSE
"2005","CSSwS","2",320,"3",6,"Soy","Soy","Corn","Corn","C4",FALSE,3,1.039720771,4,5,2329,"1",FALSE,FALSE
"2005","CSSwS","2",114,"1",7,"Swheat","Wheat","Soy","Soy","Legume",FALSE,3,1.039720771,4,5,2650,"1",FALSE,FALSE
"2005","CSSwS","2",134,"1",5,"Corn","Corn","Soy","Soy","Legume",FALSE,3,1.039720771,4,5,11056,"1",FALSE,FALSE
"2005","CSSwS","2",127,"1",6,"Soy","Soy","Corn","Corn","C4",FALSE,3,1.039720771,4,5,2469,"1",FALSE,FALSE
"2005","CSSwS","2",225,"2",6,"Soy","Soy","Corn","Corn","C4",FALSE,3,1.039720771,4,5,2282,"1",FALSE,FALSE
"2005","CSSwS","2",428,"4",5,"Corn","Corn","Soy","Soy","Legume",FALSE,3,1.039720771,4,5,9293,"1",FALSE,FALSE
"2005","CSSwS","2",316,"3",5,"Corn","Corn","Soy","Soy","Legume",FALSE,3,1.039720771,4,5,9505,"1",FALSE,FALSE
"2005","CSSwS","2",401,"4",8,"Soy","Soy","Swheat","Wheat","C3",FALSE,3,1.039720771,4,5,3045,"1",FALSE,FALSE
"2005","CSSwS","2",416,"4",6,"Soy","Soy","Corn","Corn","C4",FALSE,3,1.039720771,4,5,2275,"1",FALSE,FALSE
"2005","CSSwS","2",214,"2",8,"Soy","Soy","Swheat","Wheat","C3",FALSE,3,1.039720771,4,5,2817.54663500658,"1",FALSE,TRUE
"2005","CSSwS","2",425,"4",7,"Swheat","Wheat","Soy","Soy","Legume",FALSE,3,1.039720771,4,5,2299,"1",FALSE,FALSE
"2006","CCaWwS","2",102,"1",13,"Can","Can","Corn","Corn","C4",FALSE,4,1.386294361,4,6,935,"2",FALSE,FALSE
"2006","CCaWwS","2",317,"3",15,"Soy","Soy","Wwheat","Wheat","C3",FALSE,4,1.386294361,4,6,2948,"2",FALSE,FALSE
"2006","CCaWwS","2",121,"1",15,"Soy","Soy","Wwheat","Wheat","C3",FALSE,4,1.386294361,4,6,2871,"2",FALSE,FALSE
"2006","CCaWwS","2",215,"2",16,"Corn","Corn","Soy","Soy","Legume",FALSE,4,1.386294361,4,6,5851,"2",FALSE,FALSE
"2006","CCaWwS","2",237,"2",15,"Soy","Soy","Wwheat","Wheat","C3",FALSE,4,1.386294361,4,6,2650,"2",FALSE,FALSE
"2006","CCaWwS","2",103,"1",16,"Corn","Corn","Soy","Soy","Legume",FALSE,4,1.386294361,4,6,5217,"2",FALSE,FALSE
"2006","CCaWwS","2",415,"4",16,"Corn","Corn","Soy","Soy","Legume",FALSE,4,1.386294361,4,6,5323,"2",FALSE,FALSE
"2006","CCaWwS","2",436,"4",14,"Wwheat","Wheat","Can","Can","Forbe",TRUE,4,1.386294361,4,6,4674,"2",FALSE,FALSE
"2006","CCaWwS","2",109,"1",14,"Wwheat","Wheat","Can","Can","Forbe",TRUE,4,1.386294361,4,6,4318,"2",FALSE,FALSE
"2006","CCaWwS","2",308,"3",16,"Corn","Corn","Soy","Soy","Legume",FALSE,4,1.386294361,4,6,5300,"2",FALSE,FALSE
"2006","CCaWwS","2",335,"3",13,"Can","Can","Corn","Corn","C4",FALSE,4,1.386294361,4,6,1103,"2",FALSE,FALSE
"2006","CCaWwS","2",417,"4",13,"Can","Can","Corn","Corn","C4",FALSE,4,1.386294361,4,6,1058,"2",FALSE,FALSE
"2006","CCaWwS","2",414,"4",15,"Soy","Soy","Wwheat","Wheat","C3",FALSE,4,1.386294361,4,6,2596,"2",FALSE,FALSE
"2006","CCaWwS","2",208,"2",14,"Wwheat","Wheat","Can","Can","Forbe",TRUE,4,1.386294361,4,6,4396,"2",FALSE,FALSE
"2006","CCaWwS","2",325,"3",14,"Wwheat","Wheat","Can","Can","Forbe",TRUE,4,1.386294361,4,6,4484,"2",FALSE,FALSE
"2006","CCaWwS","2",236,"2",13,"Can","Can","Corn","Corn","C4",FALSE,4,1.386294361,4,6,900,"2",FALSE,FALSE
"2006","CCSSw","2",305,"3",21,"Corn","Corn","Corn","Corn","C4",FALSE,3,1.039720771,4,6,2560,"2",FALSE,FALSE
"2006","CCSSw","2",403,"4",23,"Swheat","Wheat","Soy","Soy","Legume",FALSE,3,1.039720771,4,6,2098,"2",FALSE,FALSE
"2006","CCSSw","2",437,"4",21,"Corn","Corn","Corn","Corn","C4",FALSE,3,1.039720771,4,6,2369,"2",FALSE,FALSE
"2006","CCSSw","2",418,"4",22,"Soy","Soy","Corn","Corn","C4",FALSE,3,1.039720771,4,6,2458,"2",FALSE,FALSE
"2006","CCSSw","2",226,"2",21,"Corn","Corn","Corn","Corn","C4",FALSE,3,1.039720771,4,6,2537,"2",FALSE,FALSE
"2006","CCSSw","2",219,"2",22,"Soy","Soy","Corn","Corn","C4",FALSE,3,1.039720771,4,6,2362,"2",FALSE,FALSE
"2006","CCSSw","2",107,"1",24,"Corn","Corn","Swheat","Wheat","C3",FALSE,3,1.039720771,4,6,5153,"2",FALSE,FALSE
"2006","CCSSw","2",329,"3",22,"Soy","Soy","Corn","Corn","C4",FALSE,3,1.039720771,4,6,2247,"2",FALSE,FALSE
"2006","CCSSw","2",112,"1",23,"Swheat","Wheat","Soy","Soy","Legume",FALSE,3,1.039720771,4,6,1735,"2",FALSE,FALSE
"2006","CCSSw","2",315,"3",23,"Swheat","Wheat","Soy","Soy","Legume",FALSE,3,1.039720771,4,6,2024,"2",FALSE,FALSE
"2006","CCSSw","2",211,"2",23,"Swheat","Wheat","Soy","Soy","Legume",FALSE,3,1.039720771,4,6,1740,"2",FALSE,FALSE
"2006","CCSSw","2",228,"2",24,"Corn","Corn","Swheat","Wheat","C3",FALSE,3,1.039720771,4,6,5885,"2",FALSE,FALSE
"2006","CCSSw","2",119,"1",21,"Corn","Corn","Corn","Corn","C4",FALSE,3,1.039720771,4,6,2625,"2",FALSE,FALSE
"2006","CCSSw","2",429,"4",24,"Corn","Corn","Swheat","Wheat","C3",FALSE,3,1.039720771,4,6,5777,"2",FALSE,FALSE
"2006","CCSSw","2",115,"1",22,"Soy","Soy","Corn","Corn","C4",FALSE,3,1.039720771,4,6,2438,"2",FALSE,FALSE
"2006","CCSSw","2",322,"3",24,"Corn","Corn","Swheat","Wheat","C3",FALSE,3,1.039720771,4,6,5657,"2",FALSE,FALSE
"2006","COWwS","2",409,"4",29,"Oat","Oat","Corn","Corn","C4",FALSE,4,1.386294361,4,6,2913,"2",FALSE,FALSE
"2006","COWwS","2",129,"1",32,"Corn","Corn","Soy","Soy","Legume",FALSE,4,1.386294361,4,6,5920,"2",FALSE,FALSE
"2006","COWwS","2",204,"2",31,"Soy","Soy","Wwheat","Wheat","C3",FALSE,4,1.386294361,4,6,2828,"2",FALSE,FALSE
"2006","COWwS","2",318,"3",31,"Soy","Soy","Wwheat","Wheat","C3",FALSE,4,1.386294361,4,6,2806,"2",FALSE,FALSE
"2006","COWwS","2",423,"4",32,"Corn","Corn","Soy","Soy","Legume",FALSE,4,1.386294361,4,6,6252,"2",FALSE,FALSE
"2006","COWwS","2",330,"3",29,"Oat","Oat","Corn","Corn","C4",FALSE,4,1.386294361,4,6,2941,"2",FALSE,FALSE
"2006","COWwS","2",303,"3",32,"Corn","Corn","Soy","Soy","Legume",FALSE,4,1.386294361,4,6,6017,"2",FALSE,FALSE
"2006","COWwS","2",207,"2",29,"Oat","Oat","Corn","Corn","C4",FALSE,4,1.386294361,4,6,2819,"2",FALSE,FALSE
"2006","COWwS","2",132,"1",31,"Soy","Soy","Wwheat","Wheat","C3",FALSE,4,1.386294361,4,6,3136,"2",FALSE,FALSE
"2006","COWwS","2",223,"2",30,"Wwheat","Wheat","Oat","Oat","C3",TRUE,4,1.386294361,4,6,4855,"2",FALSE,FALSE
"2006","COWwS","2",104,"1",29,"Oat","Oat","Corn","Corn","C4",FALSE,4,1.386294361,4,6,2629,"2",FALSE,FALSE
"2006","COWwS","2",108,"1",30,"Wwheat","Wheat","Oat","Oat","C3",TRUE,4,1.386294361,4,6,4322,"2",FALSE,FALSE
"2006","COWwS","2",413,"4",31,"Soy","Soy","Wwheat","Wheat","C3",FALSE,4,1.386294361,4,6,2568,"2",FALSE,FALSE
"2006","COWwS","2",402,"4",30,"Wwheat","Wheat","Oat","Oat","C3",TRUE,4,1.386294361,4,6,4627,"2",FALSE,FALSE
"2006","COWwS","2",328,"3",30,"Wwheat","Wheat","Oat","Oat","C3",TRUE,4,1.386294361,4,6,4911,"2",FALSE,FALSE
"2006","COWwS","2",232,"2",32,"Corn","Corn","Soy","Soy","Legume",FALSE,4,1.386294361,4,6,6087,"2",FALSE,FALSE
"2006","CPWwS","2",302,"3",10,"Wwheat","Wheat","Pea","Pea","Legume",TRUE,4,1.386294361,4,6,3397,"2",FALSE,FALSE
"2006","CPWwS","2",235,"2",9,"Pea","Pea","Corn","Corn","C4",FALSE,4,1.386294361,4,6,2778,"2",FALSE,FALSE
"2006","CPWwS","2",404,"4",11,"Soy","Soy","Wwheat","Wheat","C3",FALSE,4,1.386294361,4,6,2948,"2",FALSE,FALSE
"2006","CPWwS","2",333,"3",9,"Pea","Pea","Corn","Corn","C4",FALSE,4,1.386294361,4,6,2981,"2",FALSE,FALSE
"2006","CPWwS","2",421,"4",9,"Pea","Pea","Corn","Corn","C4",FALSE,4,1.386294361,4,6,3135,"2",FALSE,FALSE
"2006","CPWwS","2",407,"4",10,"Wwheat","Wheat","Pea","Pea","Legume",TRUE,4,1.386294361,4,6,2928,"2",FALSE,FALSE
"2006","CPWwS","2",120,"1",11,"Soy","Soy","Wwheat","Wheat","C3",FALSE,4,1.386294361,4,6,3047,"2",FALSE,FALSE
"2006","CPWwS","2",125,"1",10,"Wwheat","Wheat","Pea","Pea","Legume",TRUE,4,1.386294361,4,6,3468,"2",FALSE,FALSE
"2006","CPWwS","2",304,"3",11,"Soy","Soy","Wwheat","Wheat","C3",FALSE,4,1.386294361,4,6,2817,"2",FALSE,FALSE
"2006","CPWwS","2",123,"1",9,"Pea","Pea","Corn","Corn","C4",FALSE,4,1.386294361,4,6,3047,"2",FALSE,FALSE
"2006","CPWwS","2",312,"3",12,"Corn","Corn","Soy","Soy","Legume",FALSE,4,1.386294361,4,6,5710,"2",FALSE,FALSE
"2006","CPWwS","2",206,"2",11,"Soy","Soy","Wwheat","Wheat","C3",FALSE,4,1.386294361,4,6,2793,"2",FALSE,FALSE
"2006","CPWwS","2",221,"2",10,"Wwheat","Wheat","Pea","Pea","Legume",TRUE,4,1.386294361,4,6,3380,"2",FALSE,FALSE
"2006","CPWwS","2",222,"2",12,"Corn","Corn","Soy","Soy","Legume",FALSE,4,1.386294361,4,6,5067,"2",FALSE,FALSE
"2006","CPWwS","2",117,"1",12,"Corn","Corn","Soy","Soy","Legume",FALSE,4,1.386294361,4,6,5411,"2",FALSE,FALSE
"2006","CPWwS","2",408,"4",12,"Corn","Corn","Soy","Soy","Legume",FALSE,4,1.386294361,4,6,4779,"2",FALSE,FALSE
"2006","CS","2",113,"1",34,"Corn","Corn","Soy","Soy","Legume",FALSE,2,0.693147181,2,6,5166,"2",FALSE,FALSE
"2006","CS","2",220,"2",33,"Soy","Soy","Corn","Corn","C4",FALSE,2,0.693147181,2,6,2221,"2",FALSE,FALSE
"2006","CS","2",230,"2",34,"Corn","Corn","Soy","Soy","Legume",FALSE,2,0.693147181,2,6,5674,"2",FALSE,FALSE
"2006","CS","2",427,"4",34,"Corn","Corn","Soy","Soy","Legume",FALSE,2,0.693147181,2,6,5615,"2",FALSE,FALSE
"2006","CS","2",332,"3",33,"Soy","Soy","Corn","Corn","C4",FALSE,2,0.693147181,2,6,2295,"2",FALSE,FALSE
"2006","CS","2",434,"4",33,"Soy","Soy","Corn","Corn","C4",FALSE,2,0.693147181,2,6,2410,"2",FALSE,FALSE
"2006","CS","2",133,"1",33,"Soy","Soy","Corn","Corn","C4",FALSE,2,0.693147181,2,6,2662,"2",FALSE,FALSE
"2006","CS","2",310,"3",34,"Corn","Corn","Soy","Soy","Legume",FALSE,2,0.693147181,2,6,5616,"2",FALSE,FALSE
"2006","CSSwP","2",118,"1",26,"Swheat","Wheat","Soy","Soy","Legume",FALSE,4,1.386294361,4,6,1688,"2",FALSE,FALSE
"2006","CSSwP","2",327,"3",28,"Corn","Corn","Pea","Pea","Legume",FALSE,4,1.386294361,4,6,6142,"2",FALSE,FALSE
"2006","CSSwP","2",301,"3",27,"Pea","Pea","Swheat","Wheat","C3",FALSE,4,1.386294361,4,6,3569.69530115967,"2",FALSE,TRUE
"2006","CSSwP","2",422,"4",27,"Pea","Pea","Swheat","Wheat","C3",FALSE,4,1.386294361,4,6,3672,"2",FALSE,FALSE
"2006","CSSwP","2",217,"2",25,"Soy","Soy","Corn","Corn","C4",FALSE,4,1.386294361,4,6,2800,"2",FALSE,FALSE
"2006","CSSwP","2",426,"4",26,"Swheat","Wheat","Soy","Soy","Legume",FALSE,4,1.386294361,4,6,1742,"2",FALSE,FALSE
"2006","CSSwP","2",314,"3",26,"Swheat","Wheat","Soy","Soy","Legume",FALSE,4,1.386294361,4,6,1970,"2",FALSE,FALSE
"2006","CSSwP","2",233,"2",28,"Corn","Corn","Pea","Pea","Legume",FALSE,4,1.386294361,4,6,7092,"2",FALSE,FALSE
"2006","CSSwP","2",213,"2",26,"Swheat","Wheat","Soy","Soy","Legume",FALSE,4,1.386294361,4,6,1949,"2",FALSE,FALSE
"2006","CSSwP","2",411,"4",25,"Soy","Soy","Corn","Corn","C4",FALSE,4,1.386294361,4,6,2441,"2",FALSE,FALSE
"2006","CSSwP","2",227,"2",27,"Pea","Pea","Swheat","Wheat","C3",FALSE,4,1.386294361,4,6,3674,"2",FALSE,FALSE
"2006","CSSwP","2",131,"1",25,"Soy","Soy","Corn","Corn","C4",FALSE,4,1.386294361,4,6,2684,"2",FALSE,FALSE
"2006","CSSwP","2",105,"1",28,"Corn","Corn","Pea","Pea","Legume",FALSE,4,1.386294361,4,6,6257,"2",FALSE,FALSE
